transaction_id,customer_id,timestamp,date,time,description,payee,amount,channel,transaction_type
TX002350,C001,2026-04-17T12:46:00,2026-04-17,12:46:00,Weekly groceries,FreshMart,1836.3,UPI,GROCERY
TX002351,C006,2026-04-17T13:07:00,2026-04-17,13:07:00,Streaming subscription,Spotify,318.57,CARD,SUBSCRIPTION
TX002352,C009,2026-04-17T13:26:00,2026-04-17,13:26:00,Food delivery,Zomato,2690.87,BANK_TRANSFER,DINING
TX002353,C009,2026-04-17T13:51:00,2026-04-17,13:51:00,Food order,Zomato,256.26,BANK_TRANSFER,DINING
TX002354,C016,2026-04-17T14:26:00,2026-04-17,14:26:00,Streaming subscription,Netflix,406.29,UPI,SUBSCRIPTION
TX002355,C006,2026-04-17T14:27:00,2026-04-17,14:27:00,Electricity bill,Electricity Board,5443.82,UPI,UTILITY
TX002356,C013,2026-04-17T14:27:00,2026-04-17,14:27:00,Fund transfer,Bank Transfer,29542.72,UPI,TRANSFER
TX002357,C007,2026-04-17T14:47:00,2026-04-17,14:47:00,Bill payment,Education,8677.27,UPI,BILL_PAYMENT
TX002358,C014,2026-04-17T14:49:00,2026-04-17,14:49:00,Online purchase,Flipkart,14417.98,BANK_TRANSFER,PURCHASE
TX002359,C003,2026-04-17T15:07:00,2026-04-17,15:07:00,Online purchase,Amazon,4118.42,CARD,PURCHASE
TX002360,C012,2026-04-17T15:36:00,2026-04-17,15:36:00,Grocery shopping,Grocery Store,1832.07,CARD,GROCERY
TX002361,C011,2026-04-17T15:59:00,2026-04-17,15:59:00,Online shopping,Amazon,3221.21,UPI,PURCHASE
TX002362,C002,2026-04-17T16:36:00,2026-04-17,16:36:00,Travel booking,Ola,2540.27,UPI,TRAVEL
TX002363,C015,2026-04-17T16:40:00,2026-04-17,16:40:00,Supermarket purchase,FreshMart,2518.49,UPI,GROCERY
TX002364,C013,2026-04-17T16:43:00,2026-04-17,16:43:00,Restaurant payment,Zomato,1592.0,CARD,DINING
TX002365,C006,2026-04-17T16:55:00,2026-04-17,16:55:00,Online purchase,Flipkart,1878.81,CARD,PURCHASE
TX002366,C001,2026-04-17T17:38:00,2026-04-17,17:38:00,Mobile recharge,Mobile Provider,497.1,UPI,UTILITY
TX002367,C002,2026-04-17T18:20:00,2026-04-17,18:20:00,Online purchase,Amazon,9921.83,CARD,PURCHASE
TX002368,C004,2026-04-17T18:22:00,2026-04-17,18:22:00,Mobile recharge,Mobile Provider,708.15,UPI,UTILITY
TX002369,C010,2026-04-17T18:25:00,2026-04-17,18:25:00,Food delivery,Swiggy,1884.11,BANK_TRANSFER,DINING
TX002370,C006,2026-04-17T18:26:00,2026-04-17,18:26:00,Online shopping,Amazon,12149.62,UPI,PURCHASE
TX002371,C019,2026-04-17T18:33:00,2026-04-17,18:33:00,Grocery shopping,Grocery Store,4930.9,BANK_TRANSFER,GROCERY
TX002372,C014,2026-04-17T19:21:00,2026-04-17,19:21:00,Weekly groceries,FreshMart,4505.02,CARD,GROCERY
TX002373,C007,2026-04-17T19:28:00,2026-04-17,19:28:00,Grocery shopping,Grocery Store,2142.57,UPI,GROCERY
TX002374,C011,2026-04-17T19:40:00,2026-04-17,19:40:00,Restaurant payment,Zomato,1914.21,UPI,DINING
TX002375,C015,2026-04-17T19:43:00,2026-04-17,19:43:00,ATM cash withdrawal,ATM,4262.69,ATM,WITHDRAWAL
TX002376,C008,2026-04-17T20:00:00,2026-04-17,20:00:00,Food delivery,Zomato,331.05,CARD,DINING
TX002377,C016,2026-04-17T21:18:00,2026-04-17,21:18:00,Weekly groceries,FreshMart,4136.18,UPI,GROCERY
TX002378,C006,2026-04-17T22:23:00,2026-04-17,22:23:00,Taxi fare,Uber,7866.28,UPI,TRAVEL
TX002379,C014,2026-04-17T22:35:00,2026-04-17,22:35:00,Food delivery,Zomato,2193.59,CARD,DINING
TX002380,C011,2026-04-17T22:58:00,2026-04-17,22:58:00,Education fee,Electricity Board,4325.19,BANK_TRANSFER,BILL_PAYMENT
TX002381,C015,2026-04-17T22:58:00,2026-04-17,22:58:00,Insurance premium,Education,13604.21,CARD,BILL_PAYMENT
TX002382,C007,2026-04-17T23:58:00,2026-04-17,23:58:00,Bank transfer,Bank Transfer,14444.66,UPI,TRANSFER
TX002383,C010,2026-04-18T03:39:00,2026-04-18,03:39:00,Grocery shopping,Grocery Store,2465.29,CARD,GROCERY
TX002384,C015,2026-04-18T05:54:00,2026-04-18,05:54:00,Food order,Swiggy,2829.68,CARD,DINING
TX002385,C001,2026-04-18T06:00:00,2026-04-18,06:00:00,Grocery shopping,Grocery Store,3373.08,UPI,GROCERY
TX002386,C001,2026-04-18T08:10:00,2026-04-18,08:10:00,Weekly groceries,Grocery Store,4167.83,CARD,GROCERY
TX002387,C003,2026-04-18T08:19:00,2026-04-18,08:19:00,Online shopping,Amazon,4056.65,BANK_TRANSFER,PURCHASE
TX002388,C010,2026-04-18T08:20:00,2026-04-18,08:20:00,Travel booking,Ola,3374.63,UPI,TRAVEL
TX002389,C020,2026-04-18T08:31:00,2026-04-18,08:31:00,Fund transfer,Bank Transfer,29978.66,UPI,TRANSFER
TX002390,C020,2026-04-18T08:42:00,2026-04-18,08:42:00,Insurance premium,Education,1546.29,UPI,BILL_PAYMENT
TX002391,C007,2026-04-18T09:02:00,2026-04-18,09:02:00,Food delivery,Swiggy,2812.61,UPI,DINING
TX002392,C020,2026-04-18T09:18:00,2026-04-18,09:18:00,Cab ride,Uber,1783.43,BANK_TRANSFER,TRAVEL
TX002393,C003,2026-04-18T09:23:00,2026-04-18,09:23:00,Food order,Swiggy,2579.11,CARD,DINING
TX002394,C002,2026-04-18T09:38:00,2026-04-18,09:38:00,Food delivery,Swiggy,1524.39,CARD,DINING
TX002395,C017,2026-04-18T09:42:00,2026-04-18,09:42:00,Electricity bill,Electricity Board,5532.02,UPI,UTILITY
TX002396,C011,2026-04-18T09:58:00,2026-04-18,09:58:00,Online purchase,Amazon,14019.22,UPI,PURCHASE
TX002397,C016,2026-04-18T10:04:00,2026-04-18,10:04:00,Food order,Zomato,1093.92,UPI,DINING
TX002398,C012,2026-04-18T10:21:00,2026-04-18,10:21:00,Bank transfer,Bank Transfer,10577.48,BANK_TRANSFER,TRANSFER
TX002399,C015,2026-04-18T10:52:00,2026-04-18,10:52:00,Online shopping,Amazon,4166.96,CARD,PURCHASE
TX002400,C005,2026-04-18T11:03:00,2026-04-18,11:03:00,Supermarket purchase,Grocery Store,3104.39,BANK_TRANSFER,GROCERY
TX002401,C007,2026-04-18T11:15:00,2026-04-18,11:15:00,Refund - returned item,Amazon,2504.14,UPI,REFUND
TX002402,C001,2026-04-18T11:24:00,2026-04-18,11:24:00,Food delivery,Zomato,2945.21,UPI,DINING
TX002403,C006,2026-04-18T11:45:00,2026-04-18,11:45:00,Bank transfer,Bank Transfer,13216.22,UPI,TRANSFER
TX002404,C001,2026-04-18T11:52:00,2026-04-18,11:52:00,ATM cash withdrawal,ATM,16948.51,ATM,WITHDRAWAL
TX002405,C010,2026-04-18T12:05:00,2026-04-18,12:05:00,Cab ride,Ola,7600.46,CARD,TRAVEL
TX002406,C010,2026-04-18T12:18:00,2026-04-18,12:18:00,Mobile recharge,Mobile Provider,343.37,UPI,UTILITY
TX002407,C009,2026-04-18T12:53:00,2026-04-18,12:53:00,Weekly groceries,Grocery Store,1491.15,BANK_TRANSFER,GROCERY
TX002408,C013,2026-04-18T12:59:00,2026-04-18,12:59:00,Online shopping,Amazon,5901.03,CARD,PURCHASE
TX002409,C016,2026-04-18T13:04:00,2026-04-18,13:04:00,Online purchase,Flipkart,14070.01,UPI,PURCHASE
TX002410,C002,2026-04-18T13:09:00,2026-04-18,13:09:00,Weekly groceries,Grocery Store,1677.77,UPI,GROCERY
TX002411,C007,2026-04-18T13:20:00,2026-04-18,13:20:00,Fuel station payment,Fuel Station,3809.43,UPI,FUEL
TX002412,C008,2026-04-18T13:24:00,2026-04-18,13:24:00,Supermarket purchase,FreshMart,1387.71,CARD,GROCERY
TX002413,C017,2026-04-18T13:58:00,2026-04-18,13:58:00,Food delivery,Zomato,348.35,UPI,DINING
TX002414,C005,2026-04-18T14:42:00,2026-04-18,14:42:00,Weekly groceries,FreshMart,599.87,UPI,GROCERY
TX002415,C006,2026-04-18T15:06:00,2026-04-18,15:06:00,Travel booking,Uber,3801.46,UPI,TRAVEL
TX002416,C012,2026-04-18T15:15:00,2026-04-18,15:15:00,Online shopping,Amazon,12747.24,UPI,PURCHASE
TX002417,C008,2026-04-18T15:35:00,2026-04-18,15:35:00,Food delivery,Swiggy,1534.77,CARD,DINING
TX002418,C020,2026-04-18T16:11:00,2026-04-18,16:11:00,Food delivery,Zomato,1598.42,UPI,DINING
TX002419,C007,2026-04-18T16:13:00,2026-04-18,16:13:00,Restaurant payment,Zomato,2616.82,UPI,DINING
TX002420,C018,2026-04-18T16:31:00,2026-04-18,16:31:00,Electricity bill,Electricity Board,5036.98,UPI,UTILITY
TX002421,C015,2026-04-18T16:49:00,2026-04-18,16:49:00,Travel booking,Ola,5123.07,CARD,TRAVEL
TX002422,C017,2026-04-18T16:53:00,2026-04-18,16:53:00,Online shopping,Flipkart,2672.54,CARD,PURCHASE
TX002423,C017,2026-04-18T17:12:00,2026-04-18,17:12:00,Bank transfer,Bank Transfer,5089.45,NET_BANKING,TRANSFER
TX002424,C005,2026-04-18T17:44:00,2026-04-18,17:44:00,Mobile recharge,Utility Payment,4712.48,NET_BANKING,UTILITY
TX002425,C016,2026-04-18T18:10:00,2026-04-18,18:10:00,ATM cash withdrawal,ATM,19523.18,ATM,WITHDRAWAL
TX002426,C011,2026-04-18T18:14:00,2026-04-18,18:14:00,Fuel station payment,Fuel Station,1881.18,CARD,FUEL
TX002427,C001,2026-04-18T18:19:00,2026-04-18,18:19:00,Online shopping,Flipkart,2952.12,BANK_TRANSFER,PURCHASE
TX002428,C002,2026-04-18T18:47:00,2026-04-18,18:47:00,Food order,Zomato,1131.42,UPI,DINING
TX002429,C012,2026-04-18T19:24:00,2026-04-18,19:24:00,Food delivery,Zomato,2590.44,UPI,DINING
TX002430,C004,2026-04-18T19:33:00,2026-04-18,19:33:00,Electricity bill,Electricity Board,2147.98,CARD,UTILITY
TX002431,C003,2026-04-18T19:52:00,2026-04-18,19:52:00,Online shopping,Flipkart,5489.02,UPI,PURCHASE
TX002432,C012,2026-04-18T19:52:00,2026-04-18,19:52:00,Cab ride,Ola,2606.6,BANK_TRANSFER,TRAVEL
TX002433,C005,2026-04-18T19:55:00,2026-04-18,19:55:00,Fund transfer,Bank Transfer,5612.75,BANK_TRANSFER,TRANSFER
TX002434,C015,2026-04-18T20:03:00,2026-04-18,20:03:00,Fund transfer,Bank Transfer,16091.8,CARD,TRANSFER
TX002435,C013,2026-04-18T20:06:00,2026-04-18,20:06:00,Online purchase,Flipkart,9589.91,CARD,PURCHASE
TX002436,C001,2026-04-18T20:39:00,2026-04-18,20:39:00,Restaurant payment,Swiggy,2016.53,UPI,DINING
TX002437,C012,2026-04-18T21:03:00,2026-04-18,21:03:00,Food order,Swiggy,530.94,CARD,DINING
TX002438,C003,2026-04-18T22:20:00,2026-04-18,22:20:00,Refund - returned item,Flipkart,3130.14,BANK_TRANSFER,REFUND
TX002439,C018,2026-04-19T04:13:00,2026-04-19,04:13:00,ATM cash withdrawal,ATM,19609.15,ATM,WITHDRAWAL
TX002440,C020,2026-04-19T08:00:00,2026-04-19,08:00:00,Food order,Zomato,495.51,UPI,DINING
TX002441,C017,2026-04-19T08:18:00,2026-04-19,08:18:00,Food delivery,Swiggy,2154.13,UPI,DINING
TX002442,C006,2026-04-19T09:08:00,2026-04-19,09:08:00,Supermarket purchase,FreshMart,436.64,CARD,GROCERY
TX002443,C011,2026-04-19T09:16:00,2026-04-19,09:16:00,Fuel station payment,Fuel Station,2796.89,UPI,FUEL
TX002444,C008,2026-04-19T09:36:00,2026-04-19,09:36:00,Online purchase,Amazon,11041.72,CARD,PURCHASE
TX002445,C003,2026-04-19T09:59:00,2026-04-19,09:59:00,Food order,Zomato,2706.06,CARD,DINING
TX002446,C005,2026-04-19T10:17:00,2026-04-19,10:17:00,Restaurant payment,Swiggy,2576.07,NET_BANKING,DINING
TX002447,C009,2026-04-19T10:23:00,2026-04-19,10:23:00,Mobile recharge,Mobile Provider,2630.65,CARD,UTILITY
TX002448,C008,2026-04-19T10:24:00,2026-04-19,10:24:00,Food delivery,Swiggy,1739.82,CARD,DINING
TX002449,C017,2026-04-19T10:50:00,2026-04-19,10:50:00,Travel booking,Uber,1389.11,UPI,TRAVEL
TX002450,C012,2026-04-19T10:52:00,2026-04-19,10:52:00,Weekly groceries,FreshMart,3279.42,UPI,GROCERY
TX002451,C010,2026-04-19T11:40:00,2026-04-19,11:40:00,Food delivery,Zomato,439.63,CARD,DINING
TX002452,C008,2026-04-19T11:50:00,2026-04-19,11:50:00,Fund transfer,Bank Transfer,3691.05,UPI,TRANSFER
TX002453,C004,2026-04-19T12:16:00,2026-04-19,12:16:00,Food order,Zomato,235.44,BANK_TRANSFER,DINING
TX002454,C005,2026-04-19T12:30:00,2026-04-19,12:30:00,Online shopping,Amazon,1070.63,CARD,PURCHASE
TX002455,C016,2026-04-19T12:42:00,2026-04-19,12:42:00,Cab ride,Ola,2212.39,CARD,TRAVEL
TX002456,C007,2026-04-19T13:00:00,2026-04-19,13:00:00,Bank transfer,Bank Transfer,8311.55,BANK_TRANSFER,TRANSFER
TX002457,C007,2026-04-19T13:01:00,2026-04-19,13:01:00,Weekly groceries,FreshMart,4439.85,UPI,GROCERY
TX002458,C008,2026-04-19T13:06:00,2026-04-19,13:06:00,Weekly groceries,Grocery Store,2578.63,CARD,GROCERY
TX002459,C006,2026-04-19T14:03:00,2026-04-19,14:03:00,Supermarket purchase,FreshMart,467.89,UPI,GROCERY
TX002460,C020,2026-04-19T14:28:00,2026-04-19,14:28:00,Food delivery,Zomato,666.56,BANK_TRANSFER,DINING
TX002461,C011,2026-04-19T14:41:00,2026-04-19,14:41:00,Restaurant payment,Swiggy,2784.9,UPI,DINING
TX002462,C002,2026-04-19T15:58:00,2026-04-19,15:58:00,Taxi fare,Ola,5190.33,UPI,TRAVEL
TX002463,C007,2026-04-19T16:08:00,2026-04-19,16:08:00,Mobile recharge,Mobile Provider,891.1,UPI,UTILITY
TX002464,C020,2026-04-19T16:33:00,2026-04-19,16:33:00,Food delivery,Swiggy,2692.23,CARD,DINING
TX002465,C002,2026-04-19T16:54:00,2026-04-19,16:54:00,Fuel station payment,Fuel Station,4118.39,UPI,FUEL
TX002466,C020,2026-04-19T17:05:00,2026-04-19,17:05:00,Cab ride,Uber,4437.09,CARD,TRAVEL
TX002467,C009,2026-04-19T17:13:00,2026-04-19,17:13:00,Food delivery,Zomato,2905.49,BANK_TRANSFER,DINING
TX002468,C008,2026-04-19T17:15:00,2026-04-19,17:15:00,Fund transfer,Bank Transfer,9369.85,UPI,TRANSFER
TX002469,C008,2026-04-19T17:22:00,2026-04-19,17:22:00,Fund transfer,Bank Transfer,26915.21,BANK_TRANSFER,TRANSFER
TX002470,C013,2026-04-19T17:35:00,2026-04-19,17:35:00,Food delivery,Zomato,942.19,CARD,DINING
TX002471,C016,2026-04-19T17:37:00,2026-04-19,17:37:00,Fund transfer,Bank Transfer,3230.63,UPI,TRANSFER
TX002472,C001,2026-04-19T17:43:00,2026-04-19,17:43:00,Cab ride,Uber,1427.8,UPI,TRAVEL
TX002473,C019,2026-04-19T17:59:00,2026-04-19,17:59:00,Food delivery,Zomato,1085.82,BANK_TRANSFER,DINING
TX002474,C020,2026-04-19T18:05:00,2026-04-19,18:05:00,Online purchase,Flipkart,5235.71,BANK_TRANSFER,PURCHASE
TX002475,C016,2026-04-19T18:11:00,2026-04-19,18:11:00,Internet bill,Internet Provider,6293.72,BANK_TRANSFER,UTILITY
TX002476,C011,2026-04-19T18:13:00,2026-04-19,18:13:00,Food order,Zomato,441.99,BANK_TRANSFER,DINING
TX002477,C016,2026-04-19T18:47:00,2026-04-19,18:47:00,Grocery shopping,FreshMart,4832.92,CARD,GROCERY
TX002478,C007,2026-04-19T18:55:00,2026-04-19,18:55:00,Travel booking,Ola,4739.64,CARD,TRAVEL
TX002479,C019,2026-04-19T19:07:00,2026-04-19,19:07:00,Online purchase,Flipkart,3516.12,UPI,PURCHASE
TX002480,C011,2026-04-19T19:29:00,2026-04-19,19:29:00,Fuel station payment,Fuel Station,4104.34,UPI,FUEL
TX002481,C001,2026-04-19T19:38:00,2026-04-19,19:38:00,Monthly subscription,Netflix,249.68,UPI,SUBSCRIPTION
TX002482,C001,2026-04-19T19:39:00,2026-04-19,19:39:00,Supermarket purchase,FreshMart,4877.82,CARD,GROCERY
TX002483,C020,2026-04-19T19:40:00,2026-04-19,19:40:00,Cab ride,Ola,7731.97,CARD,TRAVEL
TX002484,C019,2026-04-19T19:59:00,2026-04-19,19:59:00,Weekly groceries,FreshMart,2482.17,BANK_TRANSFER,GROCERY
TX002485,C011,2026-04-19T20:23:00,2026-04-19,20:23:00,Supermarket purchase,Grocery Store,1847.82,UPI,GROCERY
TX002486,C020,2026-04-19T20:34:00,2026-04-19,20:34:00,Restaurant payment,Zomato,1552.95,UPI,DINING
TX002487,C019,2026-04-19T20:55:00,2026-04-19,20:55:00,Supermarket purchase,FreshMart,676.04,BANK_TRANSFER,GROCERY
TX002488,C010,2026-04-19T21:09:00,2026-04-19,21:09:00,Fuel station payment,Fuel Station,1129.6,BANK_TRANSFER,FUEL
TX002489,C010,2026-04-20T05:46:00,2026-04-20,05:46:00,Online shopping,Flipkart,10415.0,UPI,PURCHASE
TX002490,C001,2026-04-20T06:30:00,2026-04-20,06:30:00,Online purchase,Flipkart,9757.11,CARD,PURCHASE
TX002491,C016,2026-04-20T07:32:00,2026-04-20,07:32:00,Restaurant payment,Swiggy,2080.09,UPI,DINING
TX002492,C006,2026-04-20T08:19:00,2026-04-20,08:19:00,Fuel station payment,Fuel Station,3304.58,UPI,FUEL
TX002493,C014,2026-04-20T09:25:00,2026-04-20,09:25:00,ATM cash withdrawal,ATM,2845.22,ATM,WITHDRAWAL
TX002494,C009,2026-04-20T09:44:00,2026-04-20,09:44:00,Fuel station payment,Fuel Station,2338.62,UPI,FUEL
TX002495,C016,2026-04-20T09:46:00,2026-04-20,09:46:00,Online purchase,Flipkart,1137.06,CARD,PURCHASE
TX002496,C018,2026-04-20T10:20:00,2026-04-20,10:20:00,Mobile recharge,Mobile Provider,787.69,CARD,UTILITY
TX002497,C020,2026-04-20T10:25:00,2026-04-20,10:25:00,Fuel station payment,Fuel Station,597.4,CARD,FUEL
TX002498,C002,2026-04-20T10:38:00,2026-04-20,10:38:00,Streaming subscription,Netflix,954.17,NET_BANKING,SUBSCRIPTION
TX002499,C010,2026-04-20T11:00:00,2026-04-20,11:00:00,Supermarket purchase,Grocery Store,2141.7,BANK_TRANSFER,GROCERY
TX002500,C009,2026-04-20T11:06:00,2026-04-20,11:06:00,Supermarket purchase,FreshMart,3746.0,CARD,GROCERY
TX002501,C016,2026-04-20T11:28:00,2026-04-20,11:28:00,Insurance premium,Insurance,7674.73,UPI,BILL_PAYMENT
TX002502,C001,2026-04-20T11:37:00,2026-04-20,11:37:00,Weekly groceries,FreshMart,4560.82,BANK_TRANSFER,GROCERY
TX002503,C015,2026-04-20T11:44:00,2026-04-20,11:44:00,Fuel station payment,Fuel Station,2692.59,UPI,FUEL
TX002504,C016,2026-04-20T12:04:00,2026-04-20,12:04:00,Online shopping,Amazon,7280.8,UPI,PURCHASE
TX002505,C002,2026-04-20T12:29:00,2026-04-20,12:29:00,Bank transfer,Bank Transfer,22001.42,BANK_TRANSFER,TRANSFER
TX002506,C017,2026-04-20T12:30:00,2026-04-20,12:30:00,Fuel station payment,Fuel Station,3198.68,BANK_TRANSFER,FUEL
TX002507,C014,2026-04-20T12:56:00,2026-04-20,12:56:00,Online purchase,Amazon,2326.05,BANK_TRANSFER,PURCHASE
TX002508,C005,2026-04-20T14:20:00,2026-04-20,14:20:00,Travel booking,Uber,7662.01,CARD,TRAVEL
TX002509,C018,2026-04-20T14:32:00,2026-04-20,14:32:00,Bank transfer,Bank Transfer,1923.44,CARD,TRANSFER
TX002510,C011,2026-04-20T14:41:00,2026-04-20,14:41:00,Mobile recharge,Mobile Provider,709.36,CARD,UTILITY
TX002511,C012,2026-04-20T16:07:00,2026-04-20,16:07:00,Fuel station payment,Fuel Station,3941.03,UPI,FUEL
TX002512,C003,2026-04-20T17:00:00,2026-04-20,17:00:00,Food order,Swiggy,2778.43,BANK_TRANSFER,DINING
TX002513,C010,2026-04-20T17:04:00,2026-04-20,17:04:00,Weekly groceries,Grocery Store,4582.69,CARD,GROCERY
TX002514,C003,2026-04-20T17:41:00,2026-04-20,17:41:00,Grocery shopping,FreshMart,4701.87,CARD,GROCERY
TX002515,C004,2026-04-20T17:55:00,2026-04-20,17:55:00,Bill payment,Insurance,7144.29,BANK_TRANSFER,BILL_PAYMENT
TX002516,C014,2026-04-20T18:07:00,2026-04-20,18:07:00,Online shopping,Flipkart,14953.18,BANK_TRANSFER,PURCHASE
TX002517,C004,2026-04-20T18:24:00,2026-04-20,18:24:00,Fuel station payment,Fuel Station,1945.22,BANK_TRANSFER,FUEL
TX002518,C002,2026-04-20T18:28:00,2026-04-20,18:28:00,Online purchase,Flipkart,3671.53,BANK_TRANSFER,PURCHASE
TX002519,C001,2026-04-20T18:44:00,2026-04-20,18:44:00,ATM cash withdrawal,ATM,4238.37,ATM,WITHDRAWAL
TX002520,C011,2026-04-20T19:03:00,2026-04-20,19:03:00,Fuel station payment,Fuel Station,1738.3,CARD,FUEL
TX002521,C011,2026-04-20T19:15:00,2026-04-20,19:15:00,Online purchase,Amazon,8444.99,CARD,PURCHASE
TX002522,C006,2026-04-20T19:16:00,2026-04-20,19:16:00,Restaurant payment,Zomato,292.51,UPI,DINING
TX002523,C008,2026-04-20T19:21:00,2026-04-20,19:21:00,Restaurant payment,Swiggy,1303.58,UPI,DINING
TX002524,C010,2026-04-20T19:37:00,2026-04-20,19:37:00,Supermarket purchase,FreshMart,3253.52,UPI,GROCERY
TX002525,C017,2026-04-20T19:49:00,2026-04-20,19:49:00,Restaurant payment,Zomato,1718.78,BANK_TRANSFER,DINING
TX002526,C019,2026-04-20T20:04:00,2026-04-20,20:04:00,Fuel station payment,Fuel Station,3984.82,CARD,FUEL
TX002527,C019,2026-04-20T20:04:00,2026-04-20,20:04:00,Electricity bill,Utility Payment,4257.65,UPI,UTILITY
TX002528,C001,2026-04-20T20:36:00,2026-04-20,20:36:00,Grocery shopping,Grocery Store,4817.17,UPI,GROCERY
TX002529,C011,2026-04-20T20:41:00,2026-04-20,20:41:00,ATM cash withdrawal,ATM,4861.17,ATM,WITHDRAWAL
TX002530,C011,2026-04-20T21:09:00,2026-04-20,21:09:00,Food order,Swiggy,2462.34,UPI,DINING
TX002531,C020,2026-04-20T21:09:00,2026-04-20,21:09:00,Cab ride,Uber,2301.32,UPI,TRAVEL
TX002532,C002,2026-04-20T21:47:00,2026-04-20,21:47:00,Fuel station payment,Fuel Station,4014.38,CARD,FUEL
TX002533,C011,2026-04-20T21:49:00,2026-04-20,21:49:00,Online purchase,Amazon,1729.56,CARD,PURCHASE
TX002534,C013,2026-04-20T23:10:00,2026-04-20,23:10:00,Monthly subscription,Spotify,633.77,CARD,SUBSCRIPTION
TX002535,C018,2026-04-21T02:09:00,2026-04-21,02:09:00,Supermarket purchase,FreshMart,1704.87,CARD,GROCERY
TX002536,C003,2026-04-21T02:21:00,2026-04-21,02:21:00,Insurance premium,Education,9014.09,BANK_TRANSFER,BILL_PAYMENT
TX002537,C005,2026-04-21T04:55:00,2026-04-21,04:55:00,Bill payment,Electricity Board,2200.5,BANK_TRANSFER,BILL_PAYMENT
TX002538,C016,2026-04-21T06:10:00,2026-04-21,06:10:00,Food order,Swiggy,2574.87,CARD,DINING
TX002539,C010,2026-04-21T08:04:00,2026-04-21,08:04:00,Utility payment,Internet Provider,2520.74,CARD,UTILITY
TX002540,C014,2026-04-21T08:52:00,2026-04-21,08:52:00,Food delivery,Zomato,299.02,CARD,DINING
TX002541,C016,2026-04-21T10:59:00,2026-04-21,10:59:00,Online purchase,Flipkart,13020.66,UPI,PURCHASE
TX002542,C008,2026-04-21T11:05:00,2026-04-21,11:05:00,Weekly groceries,FreshMart,4283.88,CARD,GROCERY
TX002543,C009,2026-04-21T11:28:00,2026-04-21,11:28:00,Online shopping,Flipkart,1549.55,CARD,PURCHASE
TX002544,C001,2026-04-21T11:53:00,2026-04-21,11:53:00,Internet bill,Utility Payment,4316.54,UPI,UTILITY
TX002545,C012,2026-04-21T12:32:00,2026-04-21,12:32:00,Fund transfer,Bank Transfer,23731.37,NET_BANKING,TRANSFER
TX002546,C012,2026-04-21T12:52:00,2026-04-21,12:52:00,Supermarket purchase,FreshMart,4737.03,CARD,GROCERY
TX002547,C016,2026-04-21T13:26:00,2026-04-21,13:26:00,Bank transfer,Bank Transfer,15144.41,UPI,TRANSFER
TX002548,C018,2026-04-21T13:57:00,2026-04-21,13:57:00,Fuel station payment,Fuel Station,4264.26,CARD,FUEL
TX002549,C017,2026-04-21T14:12:00,2026-04-21,14:12:00,Taxi fare,Ola,3187.74,NET_BANKING,TRAVEL
TX002550,C004,2026-04-21T14:18:00,2026-04-21,14:18:00,Fuel station payment,Fuel Station,1636.23,BANK_TRANSFER,FUEL
TX002551,C007,2026-04-21T14:37:00,2026-04-21,14:37:00,Insurance premium,Insurance,8615.81,BANK_TRANSFER,BILL_PAYMENT
TX002552,C003,2026-04-21T14:38:00,2026-04-21,14:38:00,Monthly subscription,Netflix,942.48,CARD,SUBSCRIPTION
TX002553,C019,2026-04-21T14:41:00,2026-04-21,14:41:00,Online shopping,Flipkart,14783.87,CARD,PURCHASE
TX002554,C020,2026-04-21T15:28:00,2026-04-21,15:28:00,Online shopping,Flipkart,2859.96,BANK_TRANSFER,PURCHASE
TX002555,C014,2026-04-21T15:32:00,2026-04-21,15:32:00,Weekly groceries,Grocery Store,3393.03,CARD,GROCERY
TX002556,C002,2026-04-21T16:52:00,2026-04-21,16:52:00,Grocery shopping,Grocery Store,955.32,UPI,GROCERY
TX002557,C016,2026-04-21T16:59:00,2026-04-21,16:59:00,Restaurant payment,Zomato,2935.11,UPI,DINING
TX002558,C014,2026-04-21T17:10:00,2026-04-21,17:10:00,Fund transfer,Bank Transfer,26003.67,BANK_TRANSFER,TRANSFER
TX002559,C012,2026-04-21T17:36:00,2026-04-21,17:36:00,Online shopping,Flipkart,13445.91,CARD,PURCHASE
TX002560,C005,2026-04-21T17:44:00,2026-04-21,17:44:00,Fund transfer,Bank Transfer,15274.59,BANK_TRANSFER,TRANSFER
TX002561,C005,2026-04-21T18:12:00,2026-04-21,18:12:00,Education fee,Electricity Board,2707.7,NET_BANKING,BILL_PAYMENT
TX002562,C005,2026-04-21T18:33:00,2026-04-21,18:33:00,Weekly groceries,FreshMart,4157.45,UPI,GROCERY
TX002563,C005,2026-04-21T19:01:00,2026-04-21,19:01:00,Weekly groceries,Grocery Store,3093.5,CARD,GROCERY
TX002564,C011,2026-04-21T19:14:00,2026-04-21,19:14:00,Supermarket purchase,FreshMart,4851.13,UPI,GROCERY
TX002565,C007,2026-04-21T19:16:00,2026-04-21,19:16:00,Food delivery,Swiggy,491.86,UPI,DINING
TX002566,C019,2026-04-21T19:19:00,2026-04-21,19:19:00,Restaurant payment,Zomato,1830.68,BANK_TRANSFER,DINING
TX002567,C015,2026-04-21T19:32:00,2026-04-21,19:32:00,Online shopping,Flipkart,1877.52,UPI,PURCHASE
TX002568,C006,2026-04-21T19:35:00,2026-04-21,19:35:00,Weekly groceries,FreshMart,3436.12,UPI,GROCERY
